"seqnames"	"start"	"end"	"width"	"strand"	"site_reads"	"site_mean"	"block"
"chr18.11148720"	"chr18"	11148720	11148720	1	"*"	283	13.4761904761905	"chr18.131"
"chr18.11148721"	"chr18"	11148721	11148721	1	"*"	346	17.3	"chr18.131"
"chr18.11148722"	"chr18"	11148722	11148722	1	"*"	285	13.5714285714286	"chr18.131"
"chr18.11148726"	"chr18"	11148726	11148726	1	"*"	338	16.9	"chr18.131"
"chr18.11148727"	"chr18"	11148727	11148727	1	"*"	267	14.0526315789474	"chr18.131"
"chr18.11148728"	"chr18"	11148728	11148728	1	"*"	333	16.65	"chr18.131"
"chr18.11148729"	"chr18"	11148729	11148729	1	"*"	268	14.1052631578947	"chr18.131"
"chr18.11148731"	"chr18"	11148731	11148731	1	"*"	334	15.9047619047619	"chr18.131"
"chr18.11148732"	"chr18"	11148732	11148732	1	"*"	258	13.5789473684211	"chr18.131"
"chr18.11148738"	"chr18"	11148738	11148738	1	"*"	320	15.2380952380952	"chr18.131"
"chr18.11148739"	"chr18"	11148739	11148739	1	"*"	245	12.25	"chr18.131"
"chr18.11148743"	"chr18"	11148743	11148743	1	"*"	332	15.8095238095238	"chr18.131"
"chr18.11148744"	"chr18"	11148744	11148744	1	"*"	234	11.7	"chr18.131"
"chr18.11148751"	"chr18"	11148751	11148751	1	"*"	322	15.3333333333333	"chr18.131"
"chr18.11148752"	"chr18"	11148752	11148752	1	"*"	228	10.8571428571429	"chr18.131"
"chr18.11148757"	"chr18"	11148757	11148757	1	"*"	331	15.0454545454545	"chr18.131"
"chr18.11148758"	"chr18"	11148758	11148758	1	"*"	231	10.5	"chr18.131"
"chr18.11148770"	"chr18"	11148770	11148770	1	"*"	332	14.4347826086957	"chr18.131"
"chr18.11148771"	"chr18"	11148771	11148771	1	"*"	176	8.8	"chr18.131"
"chr18.11148777"	"chr18"	11148777	11148777	1	"*"	321	16.05	"chr18.131"
"chr18.11148778"	"chr18"	11148778	11148778	1	"*"	163	8.57894736842105	"chr18.131"
"chr18.11432419"	"chr18"	11432419	11432419	1	"*"	182	9.57894736842105	"chr18.133"
"chr18.11432428"	"chr18"	11432428	11432428	1	"*"	228	10.3636363636364	"chr18.133"
"chr18.11432447"	"chr18"	11432447	11432447	1	"*"	280	12.1739130434783	"chr18.133"
"chr18.11432450"	"chr18"	11432450	11432450	1	"*"	302	12.5833333333333	"chr18.133"
"chr18.11432458"	"chr18"	11432458	11432458	1	"*"	313	14.2272727272727	"chr18.133"
"chr18.11432471"	"chr18"	11432471	11432471	1	"*"	384	16.695652173913	"chr18.133"
"chr18.11432483"	"chr18"	11432483	11432483	1	"*"	446	18.5833333333333	"chr18.133"
"chr18.11432493"	"chr18"	11432493	11432493	1	"*"	553	23.0416666666667	"chr18.133"
"chr18.11432505"	"chr18"	11432505	11432505	1	"*"	583	23.32	"chr18.133"
"chr18.11432508"	"chr18"	11432508	11432508	1	"*"	635	25.4	"chr18.133"
"chr18.11432531"	"chr18"	11432531	11432531	1	"*"	718	27.6153846153846	"chr18.133"
"chr18.11432554"	"chr18"	11432554	11432554	1	"*"	619	23.8076923076923	"chr18.133"
"chr18.11432566"	"chr18"	11432566	11432566	1	"*"	516	20.64	"chr18.133"
"chr18.11432573"	"chr18"	11432573	11432573	1	"*"	497	20.7083333333333	"chr18.133"
"chr18.11432582"	"chr18"	11432582	11432582	1	"*"	433	17.32	"chr18.133"
"chr18.11432588"	"chr18"	11432588	11432588	1	"*"	391	15.64	"chr18.133"
"chr18.11432604"	"chr18"	11432604	11432604	1	"*"	346	15.0434782608696	"chr18.133"
"chr18.11432606"	"chr18"	11432606	11432606	1	"*"	336	14.6086956521739	"chr18.133"
"chr18.11432621"	"chr18"	11432621	11432621	1	"*"	302	12.5833333333333	"chr18.133"
"chr18.11432631"	"chr18"	11432631	11432631	1	"*"	255	11.0869565217391	"chr18.133"
"chr18.11432637"	"chr18"	11432637	11432637	1	"*"	236	10.2608695652174	"chr18.133"
"chr18.11432644"	"chr18"	11432644	11432644	1	"*"	197	10.3684210526316	"chr18.133"
"chr18.11751558"	"chr18"	11751558	11751558	1	"*"	497	19.88	"chr18.135"
"chr18.11751559"	"chr18"	11751559	11751559	1	"*"	467	18.68	"chr18.135"
"chr18.11751560"	"chr18"	11751560	11751560	1	"*"	500	20	"chr18.135"
"chr18.11751567"	"chr18"	11751567	11751567	1	"*"	412	16.48	"chr18.135"
"chr18.11751568"	"chr18"	11751568	11751568	1	"*"	502	20.08	"chr18.135"
"chr18.11751571"	"chr18"	11751571	11751571	1	"*"	402	16.75	"chr18.135"
"chr18.11751572"	"chr18"	11751572	11751572	1	"*"	496	19.84	"chr18.135"
"chr18.11751586"	"chr18"	11751586	11751586	1	"*"	326	13.5833333333333	"chr18.135"
"chr18.11751587"	"chr18"	11751587	11751587	1	"*"	490	19.6	"chr18.135"
"chr18.11751588"	"chr18"	11751588	11751588	1	"*"	325	13.5416666666667	"chr18.135"
"chr18.11751589"	"chr18"	11751589	11751589	1	"*"	489	19.56	"chr18.135"
"chr18.11751592"	"chr18"	11751592	11751592	1	"*"	309	13.4347826086957	"chr18.135"
"chr18.11751593"	"chr18"	11751593	11751593	1	"*"	482	19.28	"chr18.135"
"chr18.11751602"	"chr18"	11751602	11751602	1	"*"	268	11.6521739130435	"chr18.135"
"chr18.11751603"	"chr18"	11751603	11751603	1	"*"	476	19.04	"chr18.135"
"chr18.11751607"	"chr18"	11751607	11751607	1	"*"	228	10.8571428571429	"chr18.135"
"chr18.11751608"	"chr18"	11751608	11751608	1	"*"	463	18.52	"chr18.135"
"chr18.11751609"	"chr18"	11751609	11751609	1	"*"	221	10.5238095238095	"chr18.135"
"chr18.11751610"	"chr18"	11751610	11751610	1	"*"	458	18.32	"chr18.135"
"chr18.11751611"	"chr18"	11751611	11751611	1	"*"	215	10.75	"chr18.135"
"chr18.11752128"	"chr18"	11752128	11752128	1	"*"	175	9.21052631578947	"chr18.136"
"chr18.11752129"	"chr18"	11752129	11752129	1	"*"	255	12.1428571428571	"chr18.136"
"chr18.11752132"	"chr18"	11752132	11752132	1	"*"	251	11.952380952381	"chr18.136"
"chr18.11752137"	"chr18"	11752137	11752137	1	"*"	171	9	"chr18.136"
"chr18.11752138"	"chr18"	11752138	11752138	1	"*"	247	11.7619047619048	"chr18.136"
"chr18.11752145"	"chr18"	11752145	11752145	1	"*"	266	11.5652173913043	"chr18.136"
"chr18.11752150"	"chr18"	11752150	11752150	1	"*"	190	10	"chr18.136"
"chr18.11752151"	"chr18"	11752151	11752151	1	"*"	271	11.7826086956522	"chr18.136"
"chr18.11752463"	"chr18"	11752463	11752463	1	"*"	151	7.94736842105263	"chr18.137"
"chr18.11752465"	"chr18"	11752465	11752465	1	"*"	234	11.1428571428571	"chr18.137"
"chr18.11752466"	"chr18"	11752466	11752466	1	"*"	147	7.73684210526316	"chr18.137"
"chr18.11752478"	"chr18"	11752478	11752478	1	"*"	278	12.6363636363636	"chr18.137"
"chr18.11752479"	"chr18"	11752479	11752479	1	"*"	177	8.04545454545454	"chr18.137"
"chr18.11752481"	"chr18"	11752481	11752481	1	"*"	285	12.9545454545455	"chr18.137"
"chr18.11752482"	"chr18"	11752482	11752482	1	"*"	181	8.61904761904762	"chr18.137"
"chr18.11752494"	"chr18"	11752494	11752494	1	"*"	316	14.3636363636364	"chr18.137"
"chr18.11752495"	"chr18"	11752495	11752495	1	"*"	228	9.91304347826087	"chr18.137"
"chr18.11752497"	"chr18"	11752497	11752497	1	"*"	315	15	"chr18.137"
"chr18.11752498"	"chr18"	11752498	11752498	1	"*"	239	10.3913043478261	"chr18.137"
"chr18.11752499"	"chr18"	11752499	11752499	1	"*"	329	15.6666666666667	"chr18.137"
"chr18.11752500"	"chr18"	11752500	11752500	1	"*"	248	10.7826086956522	"chr18.137"
"chr18.11752517"	"chr18"	11752517	11752517	1	"*"	394	17.9090909090909	"chr18.137"
"chr18.11752518"	"chr18"	11752518	11752518	1	"*"	334	14.5217391304348	"chr18.137"
"chr18.11752539"	"chr18"	11752539	11752539	1	"*"	436	18.9565217391304	"chr18.137"
"chr18.11752540"	"chr18"	11752540	11752540	1	"*"	402	15.4615384615385	"chr18.137"
"chr18.11752563"	"chr18"	11752563	11752563	1	"*"	443	19.2608695652174	"chr18.137"
"chr18.11752564"	"chr18"	11752564	11752564	1	"*"	481	18.5	"chr18.137"
"chr18.11752617"	"chr18"	11752617	11752617	1	"*"	489	19.56	"chr18.138"
"chr18.11752621"	"chr18"	11752621	11752621	1	"*"	273	14.3684210526316	"chr18.138"
"chr18.11752622"	"chr18"	11752622	11752622	1	"*"	477	18.3461538461538	"chr18.138"
"chr18.11752636"	"chr18"	11752636	11752636	1	"*"	428	17.8333333333333	"chr18.138"
"chr18.11752639"	"chr18"	11752639	11752639	1	"*"	415	16.6	"chr18.138"
"chr18.11752643"	"chr18"	11752643	11752643	1	"*"	389	16.2083333333333	"chr18.138"
"chr18.11752655"	"chr18"	11752655	11752655	1	"*"	332	14.4347826086957	"chr18.138"
"chr18.11752665"	"chr18"	11752665	11752665	1	"*"	299	13	"chr18.138"
"chr18.11752669"	"chr18"	11752669	11752669	1	"*"	272	12.3636363636364	"chr18.138"
"chr18.11850119"	"chr18"	11850119	11850119	1	"*"	630	24.2307692307692	"chr18.139"
"chr18.11850122"	"chr18"	11850122	11850122	1	"*"	420	16.1538461538462	"chr18.139"
"chr18.11850123"	"chr18"	11850123	11850123	1	"*"	662	25.4615384615385	"chr18.139"
"chr18.11850140"	"chr18"	11850140	11850140	1	"*"	447	17.1923076923077	"chr18.139"
"chr18.11850141"	"chr18"	11850141	11850141	1	"*"	670	25.7692307692308	"chr18.139"
"chr18.11850147"	"chr18"	11850147	11850147	1	"*"	454	17.4615384615385	"chr18.139"
"chr18.11850148"	"chr18"	11850148	11850148	1	"*"	665	25.5769230769231	"chr18.139"
"chr18.11850154"	"chr18"	11850154	11850154	1	"*"	452	17.3846153846154	"chr18.139"
"chr18.11850155"	"chr18"	11850155	11850155	1	"*"	638	24.5384615384615	"chr18.139"
"chr18.11850181"	"chr18"	11850181	11850181	1	"*"	426	16.3846153846154	"chr18.140"
"chr18.11850182"	"chr18"	11850182	11850182	1	"*"	529	20.3461538461538	"chr18.140"
"chr18.11850198"	"chr18"	11850198	11850198	1	"*"	337	14.6521739130435	"chr18.140"
"chr18.11850199"	"chr18"	11850199	11850199	1	"*"	412	15.8461538461538	"chr18.140"
"chr18.11850212"	"chr18"	11850212	11850212	1	"*"	298	11.92	"chr18.140"
"chr18.11850213"	"chr18"	11850213	11850213	1	"*"	339	13.0384615384615	"chr18.140"
"chr18.11850214"	"chr18"	11850214	11850214	1	"*"	303	12.12	"chr18.140"
"chr18.11850215"	"chr18"	11850215	11850215	1	"*"	332	13.28	"chr18.140"
"chr18.11850221"	"chr18"	11850221	11850221	1	"*"	265	11.5217391304348	"chr18.140"
"chr18.11850222"	"chr18"	11850222	11850222	1	"*"	336	13.44	"chr18.139"
"chr18.11947832"	"chr18"	11947832	11947832	1	"*"	189	9.94736842105263	"chr18.143"
"chr18.11947853"	"chr18"	11947853	11947853	1	"*"	271	12.3181818181818	"chr18.143"
"chr18.11947859"	"chr18"	11947859	11947859	1	"*"	288	12.5217391304348	"chr18.143"
"chr18.11947876"	"chr18"	11947876	11947876	1	"*"	323	13.4583333333333	"chr18.143"
"chr18.11947887"	"chr18"	11947887	11947887	1	"*"	369	14.76	"chr18.143"
"chr18.11947898"	"chr18"	11947898	11947898	1	"*"	373	14.92	"chr18.143"
"chr18.11947912"	"chr18"	11947912	11947912	1	"*"	381	15.24	"chr18.143"
"chr18.11947937"	"chr18"	11947937	11947937	1	"*"	372	14.88	"chr18.143"
"chr18.11947973"	"chr18"	11947973	11947973	1	"*"	293	12.2083333333333	"chr18.143"
"chr18.11947990"	"chr18"	11947990	11947990	1	"*"	283	12.304347826087	"chr18.143"
"chr18.11948006"	"chr18"	11948006	11948006	1	"*"	246	11.7142857142857	"chr18.143"
"chr18.11948015"	"chr18"	11948015	11948015	1	"*"	246	11.1818181818182	"chr18.143"
"chr18.11948032"	"chr18"	11948032	11948032	1	"*"	218	10.3809523809524	"chr18.143"
"chr18.11948035"	"chr18"	11948035	11948035	1	"*"	212	10.0952380952381	"chr18.143"
"chr18.11948039"	"chr18"	11948039	11948039	1	"*"	199	10.4736842105263	"chr18.143"
"chr18.11948058"	"chr18"	11948058	11948058	1	"*"	185	9.73684210526316	"chr18.143"
"chr18.11948060"	"chr18"	11948060	11948060	1	"*"	187	9.8421052631579	"chr18.143"
"chr18.11948069"	"chr18"	11948069	11948069	1	"*"	207	10.35	"chr18.143"
"chr18.11948078"	"chr18"	11948078	11948078	1	"*"	207	9.40909090909091	"chr18.143"
"chr18.11948108"	"chr18"	11948108	11948108	1	"*"	191	10.0526315789474	"chr18.143"
"chr18.11948109"	"chr18"	11948109	11948109	1	"*"	279	13.2857142857143	"chr18.144"
"chr18.11948111"	"chr18"	11948111	11948111	1	"*"	224	11.2	"chr18.144"
"chr18.11948112"	"chr18"	11948112	11948112	1	"*"	294	12.7826086956522	"chr18.144"
"chr18.11948147"	"chr18"	11948147	11948147	1	"*"	325	13	"chr18.144"
"chr18.11948148"	"chr18"	11948148	11948148	1	"*"	415	17.2916666666667	"chr18.144"
"chr18.11948153"	"chr18"	11948153	11948153	1	"*"	338	14.0833333333333	"chr18.144"
"chr18.11948154"	"chr18"	11948154	11948154	1	"*"	420	17.5	"chr18.144"
"chr18.11948155"	"chr18"	11948155	11948155	1	"*"	341	14.2083333333333	"chr18.144"
"chr18.11948156"	"chr18"	11948156	11948156	1	"*"	431	17.9583333333333	"chr18.144"
"chr18.12076366"	"chr18"	12076366	12076366	1	"*"	726	31.5652173913043	"chr18.149"
"chr18.12076367"	"chr18"	12076367	12076367	1	"*"	758	29.1538461538462	"chr18.149"
"chr18.12076400"	"chr18"	12076400	12076400	1	"*"	970	37.3076923076923	"chr18.149"
"chr18.12076401"	"chr18"	12076401	12076401	1	"*"	726	27.9230769230769	"chr18.149"
"chr18.12076404"	"chr18"	12076404	12076404	1	"*"	945	36.3461538461538	"chr18.149"
"chr18.12076405"	"chr18"	12076405	12076405	1	"*"	729	28.0384615384615	"chr18.149"
"chr18.12076436"	"chr18"	12076436	12076436	1	"*"	787	30.2692307692308	"chr18.149"
"chr18.12076437"	"chr18"	12076437	12076437	1	"*"	592	22.7692307692308	"chr18.149"
"chr18.12076438"	"chr18"	12076438	12076438	1	"*"	774	29.7692307692308	"chr18.149"
"chr18.12076439"	"chr18"	12076439	12076439	1	"*"	566	21.7692307692308	"chr18.149"
"chr18.12076471"	"chr18"	12076471	12076471	1	"*"	585	23.4	"chr18.149"
"chr18.12076472"	"chr18"	12076472	12076472	1	"*"	417	16.68	"chr18.149"
"chr18.12076474"	"chr18"	12076474	12076474	1	"*"	556	22.24	"chr18.149"
"chr18.12076475"	"chr18"	12076475	12076475	1	"*"	380	15.2	"chr18.149"
"chr18.12076477"	"chr18"	12076477	12076477	1	"*"	528	21.12	"chr18.149"
"chr18.12076478"	"chr18"	12076478	12076478	1	"*"	363	14.52	"chr18.149"
"chr18.12076481"	"chr18"	12076481	12076481	1	"*"	516	20.64	"chr18.149"
"chr18.12076482"	"chr18"	12076482	12076482	1	"*"	344	14.3333333333333	"chr18.149"
"chr18.12076484"	"chr18"	12076484	12076484	1	"*"	501	20.04	"chr18.149"
"chr18.12076485"	"chr18"	12076485	12076485	1	"*"	328	13.6666666666667	"chr18.149"
"chr18.12076500"	"chr18"	12076500	12076500	1	"*"	436	17.44	"chr18.149"
"chr18.12076501"	"chr18"	12076501	12076501	1	"*"	279	12.6818181818182	"chr18.149"
"chr18.12076506"	"chr18"	12076506	12076506	1	"*"	418	16.72	"chr18.149"
"chr18.12076507"	"chr18"	12076507	12076507	1	"*"	235	11.75	"chr18.149"
"chr18.12076513"	"chr18"	12076513	12076513	1	"*"	404	16.8333333333333	"chr18.149"
"chr18.12076514"	"chr18"	12076514	12076514	1	"*"	234	11.7	"chr18.149"
"chr18.12076528"	"chr18"	12076528	12076528	1	"*"	337	15.3181818181818	"chr18.149"
"chr18.12092899"	"chr18"	12092899	12092899	1	"*"	224	11.2	"chr18.151"
"chr18.12092926"	"chr18"	12092926	12092926	1	"*"	533	21.32	"chr18.151"
"chr18.12092927"	"chr18"	12092927	12092927	1	"*"	247	12.35	"chr18.151"
"chr18.12092943"	"chr18"	12092943	12092943	1	"*"	558	21.4615384615385	"chr18.151"
"chr18.12092944"	"chr18"	12092944	12092944	1	"*"	276	12.5454545454545	"chr18.151"
"chr18.12092947"	"chr18"	12092947	12092947	1	"*"	568	21.8461538461538	"chr18.151"
"chr18.12092948"	"chr18"	12092948	12092948	1	"*"	277	12.5909090909091	"chr18.151"
"chr18.12092979"	"chr18"	12092979	12092979	1	"*"	566	21.7692307692308	"chr18.151"
"chr18.12092980"	"chr18"	12092980	12092980	1	"*"	264	12	"chr18.151"
"chr18.12092984"	"chr18"	12092984	12092984	1	"*"	548	21.0769230769231	"chr18.151"
"chr18.12092985"	"chr18"	12092985	12092985	1	"*"	249	11.3181818181818	"chr18.151"
"chr18.12092992"	"chr18"	12092992	12092992	1	"*"	526	20.2307692307692	"chr18.151"
"chr18.12092993"	"chr18"	12092993	12092993	1	"*"	225	10.7142857142857	"chr18.151"
"chr18.12093014"	"chr18"	12093014	12093014	1	"*"	448	17.92	"chr18.151"
"chr18.12093015"	"chr18"	12093015	12093015	1	"*"	199	10.4736842105263	"chr18.151"
"chr18.12287250"	"chr18"	12287250	12287250	1	"*"	699	26.8846153846154	"chr18.153"
"chr18.12287251"	"chr18"	12287251	12287251	1	"*"	936	36	"chr18.153"
"chr18.12287273"	"chr18"	12287273	12287273	1	"*"	743	29.72	"chr18.153"
"chr18.12287274"	"chr18"	12287274	12287274	1	"*"	861	33.1153846153846	"chr18.153"
"chr18.12287276"	"chr18"	12287276	12287276	1	"*"	739	28.4230769230769	"chr18.153"
"chr18.12287277"	"chr18"	12287277	12287277	1	"*"	838	32.2307692307692	"chr18.153"
"chr18.12287302"	"chr18"	12287302	12287302	1	"*"	759	30.36	"chr18.153"
"chr18.12287303"	"chr18"	12287303	12287303	1	"*"	667	25.6538461538462	"chr18.153"
"chr18.12287309"	"chr18"	12287309	12287309	1	"*"	757	30.28	"chr18.153"
"chr18.12287310"	"chr18"	12287310	12287310	1	"*"	636	24.4615384615385	"chr18.153"
"chr18.12287317"	"chr18"	12287317	12287317	1	"*"	766	29.4615384615385	"chr18.153"
"chr18.12287318"	"chr18"	12287318	12287318	1	"*"	617	23.7307692307692	"chr18.153"
"chr18.12287320"	"chr18"	12287320	12287320	1	"*"	767	29.5	"chr18.153"
"chr18.12287321"	"chr18"	12287321	12287321	1	"*"	609	23.4230769230769	"chr18.153"
"chr18.12287323"	"chr18"	12287323	12287323	1	"*"	768	29.5384615384615	"chr18.153"
"chr18.12287324"	"chr18"	12287324	12287324	1	"*"	594	22.8461538461538	"chr18.153"
"chr18.12287347"	"chr18"	12287347	12287347	1	"*"	695	26.7307692307692	"chr18.153"
"chr18.12287348"	"chr18"	12287348	12287348	1	"*"	435	16.7307692307692	"chr18.153"
"chr18.12287360"	"chr18"	12287360	12287360	1	"*"	665	25.5769230769231	"chr18.153"
"chr18.12287361"	"chr18"	12287361	12287361	1	"*"	380	14.6153846153846	"chr18.153"
"chr18.12287368"	"chr18"	12287368	12287368	1	"*"	664	25.5384615384615	"chr18.153"
"chr18.12287369"	"chr18"	12287369	12287369	1	"*"	345	13.8	"chr18.153"
"chr18.12287386"	"chr18"	12287386	12287386	1	"*"	573	22.0384615384615	"chr18.153"
"chr18.12287387"	"chr18"	12287387	12287387	1	"*"	224	11.2	"chr18.153"
"chr18.12287394"	"chr18"	12287394	12287394	1	"*"	527	20.2692307692308	"chr18.153"
"chr18.12287398"	"chr18"	12287398	12287398	1	"*"	537	20.6538461538462	"chr18.153"
"chr18.12287405"	"chr18"	12287405	12287405	1	"*"	515	20.6	"chr18.153"
"chr18.12287417"	"chr18"	12287417	12287417	1	"*"	504	20.16	"chr18.153"
"chr18.12287439"	"chr18"	12287439	12287439	1	"*"	415	17.2916666666667	"chr18.153"
"chr18.12287441"	"chr18"	12287441	12287441	1	"*"	413	17.2083333333333	"chr18.153"
"chr18.12287452"	"chr18"	12287452	12287452	1	"*"	386	16.7826086956522	"chr18.153"
"chr18.12287460"	"chr18"	12287460	12287460	1	"*"	404	17.5652173913043	"chr18.153"
"chr18.12287461"	"chr18"	12287461	12287461	1	"*"	171	9	"chr18.153"
"chr18.12287478"	"chr18"	12287478	12287478	1	"*"	331	15.0454545454545	"chr18.153"
"chr18.12287479"	"chr18"	12287479	12287479	1	"*"	187	9.8421052631579	"chr18.153"
"chr18.12287490"	"chr18"	12287490	12287490	1	"*"	315	15	"chr18.153"
"chr18.12287491"	"chr18"	12287491	12287491	1	"*"	253	10.5416666666667	"chr18.153"
"chr18.12287511"	"chr18"	12287511	12287511	1	"*"	338	15.3636363636364	"chr18.153"
"chr18.12287512"	"chr18"	12287512	12287512	1	"*"	297	12.375	"chr18.153"
"chr18.12287514"	"chr18"	12287514	12287514	1	"*"	346	15.7272727272727	"chr18.153"
"chr18.12287515"	"chr18"	12287515	12287515	1	"*"	308	12.8333333333333	"chr18.153"
"chr18.12287520"	"chr18"	12287520	12287520	1	"*"	367	15.9565217391304	"chr18.153"
"chr18.12287521"	"chr18"	12287521	12287521	1	"*"	346	13.3076923076923	"chr18.153"
"chr18.12287529"	"chr18"	12287529	12287529	1	"*"	363	16.5	"chr18.153"
"chr18.12287530"	"chr18"	12287530	12287530	1	"*"	356	13.6923076923077	"chr18.153"
"chr18.12287543"	"chr18"	12287543	12287543	1	"*"	375	15.625	"chr18.153"
"chr18.12287544"	"chr18"	12287544	12287544	1	"*"	385	14.8076923076923	"chr18.153"
"chr18.12287547"	"chr18"	12287547	12287547	1	"*"	386	16.0833333333333	"chr18.153"
"chr18.12287548"	"chr18"	12287548	12287548	1	"*"	392	15.0769230769231	"chr18.153"
"chr18.12287558"	"chr18"	12287558	12287558	1	"*"	419	17.4583333333333	"chr18.153"
"chr18.12287559"	"chr18"	12287559	12287559	1	"*"	409	17.0416666666667	"chr18.153"
"chr18.12287562"	"chr18"	12287562	12287562	1	"*"	424	18.4347826086957	"chr18.153"
"chr18.12287563"	"chr18"	12287563	12287563	1	"*"	431	17.24	"chr18.153"
"chr18.12287619"	"chr18"	12287619	12287619	1	"*"	350	15.2173913043478	"chr18.153"
"chr18.12287620"	"chr18"	12287620	12287620	1	"*"	347	13.88	"chr18.153"
"chr18.12287625"	"chr18"	12287625	12287625	1	"*"	322	14.6363636363636	"chr18.153"
"chr18.12287626"	"chr18"	12287626	12287626	1	"*"	340	13.0769230769231	"chr18.153"
"chr18.12287659"	"chr18"	12287659	12287659	1	"*"	251	10.9130434782609	"chr18.153"
"chr18.12287660"	"chr18"	12287660	12287660	1	"*"	213	9.68181818181818	"chr18.153"
"chr18.12287668"	"chr18"	12287668	12287668	1	"*"	228	10.8571428571429	"chr18.153"
"chr18.12287669"	"chr18"	12287669	12287669	1	"*"	194	10.2105263157895	"chr18.153"
"chr18.12376149"	"chr18"	12376149	12376149	1	"*"	420	17.5	"chr18.159"
"chr18.12376168"	"chr18"	12376168	12376168	1	"*"	389	16.2083333333333	"chr18.159"
"chr18.12376169"	"chr18"	12376169	12376169	1	"*"	495	19.8	"chr18.159"
"chr18.12376200"	"chr18"	12376200	12376200	1	"*"	410	16.4	"chr18.159"
"chr18.12376201"	"chr18"	12376201	12376201	1	"*"	599	23.0384615384615	"chr18.159"
"chr18.12376206"	"chr18"	12376206	12376206	1	"*"	397	16.5416666666667	"chr18.159"
"chr18.12376207"	"chr18"	12376207	12376207	1	"*"	596	23.84	"chr18.159"
"chr18.12376211"	"chr18"	12376211	12376211	1	"*"	391	15.64	"chr18.159"
"chr18.12376212"	"chr18"	12376212	12376212	1	"*"	588	23.52	"chr18.159"
"chr18.12376231"	"chr18"	12376231	12376231	1	"*"	364	14.56	"chr18.159"
"chr18.12376232"	"chr18"	12376232	12376232	1	"*"	527	21.9583333333333	"chr18.159"
"chr18.12376257"	"chr18"	12376257	12376257	1	"*"	330	14.3478260869565	"chr18.159"
"chr18.12376258"	"chr18"	12376258	12376258	1	"*"	467	19.4583333333333	"chr18.159"
"chr18.12376279"	"chr18"	12376279	12376279	1	"*"	279	12.1304347826087	"chr18.159"
"chr18.12376280"	"chr18"	12376280	12376280	1	"*"	388	16.1666666666667	"chr18.159"
"chr18.12376287"	"chr18"	12376287	12376287	1	"*"	233	11.0952380952381	"chr18.159"
"chr18.12376288"	"chr18"	12376288	12376288	1	"*"	339	14.7391304347826	"chr18.159"
"chr18.12556436"	"chr18"	12556436	12556436	1	"*"	267	14.0526315789474	"chr18.164"
"chr18.12556458"	"chr18"	12556458	12556458	1	"*"	511	19.6538461538462	"chr18.164"
"chr18.12556459"	"chr18"	12556459	12556459	1	"*"	323	17	"chr18.164"
"chr18.12556481"	"chr18"	12556481	12556481	1	"*"	506	19.4615384615385	"chr18.164"
"chr18.12556482"	"chr18"	12556482	12556482	1	"*"	322	16.9473684210526	"chr18.164"
"chr18.12556491"	"chr18"	12556491	12556491	1	"*"	516	19.8461538461538	"chr18.164"
"chr18.12556492"	"chr18"	12556492	12556492	1	"*"	299	15.7368421052632	"chr18.164"
"chr18.12556525"	"chr18"	12556525	12556525	1	"*"	478	19.12	"chr18.164"
"chr18.12556554"	"chr18"	12556554	12556554	1	"*"	407	16.9583333333333	"chr18.164"
"chr18.12556555"	"chr18"	12556555	12556555	1	"*"	241	12.6842105263158	"chr18.164"
"chr18.12556558"	"chr18"	12556558	12556558	1	"*"	394	16.4166666666667	"chr18.164"
"chr18.12556559"	"chr18"	12556559	12556559	1	"*"	245	12.8947368421053	"chr18.164"
"chr18.12556622"	"chr18"	12556622	12556622	1	"*"	349	13.96	"chr18.164"
"chr18.12556623"	"chr18"	12556623	12556623	1	"*"	211	11.1052631578947	"chr18.164"
"chr18.12557179"	"chr18"	12557179	12557179	1	"*"	243	11.0454545454545	"chr18.165"
"chr18.12557183"	"chr18"	12557183	12557183	1	"*"	265	11.0416666666667	"chr18.165"
"chr18.12557186"	"chr18"	12557186	12557186	1	"*"	275	11.4583333333333	"chr18.165"
"chr18.12557188"	"chr18"	12557188	12557188	1	"*"	294	12.25	"chr18.165"
"chr18.12557203"	"chr18"	12557203	12557203	1	"*"	353	14.12	"chr18.165"
"chr18.12557207"	"chr18"	12557207	12557207	1	"*"	372	14.88	"chr18.165"
"chr18.12557210"	"chr18"	12557210	12557210	1	"*"	392	15.68	"chr18.165"
"chr18.12557239"	"chr18"	12557239	12557239	1	"*"	679	26.1153846153846	"chr18.165"
"chr18.12557244"	"chr18"	12557244	12557244	1	"*"	192	10.1052631578947	"chr18.165"
"chr18.12557245"	"chr18"	12557245	12557245	1	"*"	738	28.3846153846154	"chr18.165"
"chr18.12557299"	"chr18"	12557299	12557299	1	"*"	554	23.0833333333333	"chr18.165"
"chr18.12557484"	"chr18"	12557484	12557484	1	"*"	454	18.9166666666667	"chr18.166"
"chr18.12557485"	"chr18"	12557485	12557485	1	"*"	529	21.16	"chr18.166"
"chr18.12557486"	"chr18"	12557486	12557486	1	"*"	439	18.2916666666667	"chr18.166"
"chr18.12557487"	"chr18"	12557487	12557487	1	"*"	505	20.2	"chr18.166"
"chr18.12557490"	"chr18"	12557490	12557490	1	"*"	405	16.875	"chr18.166"
"chr18.12557491"	"chr18"	12557491	12557491	1	"*"	497	19.88	"chr18.166"
"chr18.12557497"	"chr18"	12557497	12557497	1	"*"	360	15.6521739130435	"chr18.166"
