"seqnames"	"start"	"end"	"width"	"strand"	"block_mean"	"block_sum"	"L"	"PC"	"imp"
"chr18.512"	"chr18"	58863030	58863211	182	"*"	522.263157894737	9923	19	0.267195359188499	0.0870445344129555
"chr18.514"	"chr18"	59220031	59220115	85	"*"	501	8016	16	0.0976093081704086	0.0576923076923077
"chr18.515"	"chr18"	59220156	59220196	41	"*"	557.818181818182	6136	11	0.0773073307080599	0.0314685314685315
"chr18.516"	"chr18"	59264910	59264971	62	"*"	714.909090909091	7864	11	0.150986940716564	0.0034965034965035
"chr18.517"	"chr18"	59265075	59265108	34	"*"	419.8	6297	15	0.192864488832345	0.058974358974359
"chr18.519"	"chr18"	59273115	59273170	56	"*"	412.1	4121	10	0.11894012556373	0.103846153846154
"chr18.520"	"chr18"	59273153	59273223	71	"*"	359.928571428571	5039	14	0.0596191502843271	0.137362637362637
"chr18.524"	"chr18"	59698014	59698364	351	"*"	201	1809	9	0.0702652327143277	0.162393162393162
"chr18.525"	"chr18"	59713248	59713526	279	"*"	365.214285714286	5113	14	0.71392286791756	0.0631868131868132
"chr18.526"	"chr18"	59714212	59714376	165	"*"	309.566666666667	9287	30	0.903459686915135	0.156410256410256
"chr18.527"	"chr18"	59789683	59789956	274	"*"	324.15625	10373	32	0.844616534139075	0.125
"chr18.528"	"chr18"	59790455	59790775	321	"*"	332.470588235294	11304	34	0.870830795520315	0.1210407239819
"chr18.529"	"chr18"	59899068	59899135	68	"*"	819.285714285714	5735	7	0.334042198549674	0
"chr18.531"	"chr18"	59969438	59969554	117	"*"	436.913043478261	10049	23	0.536231077499308	0.0635451505016722
"chr18.532"	"chr18"	59969840	59969867	28	"*"	308	1848	6	0.42663002791616	0.121794871794872
"chr18.533"	"chr18"	61554088	61554382	295	"*"	469.040816326531	22983	49	0.750490961750089	0.0635792778649922
"chr18.534"	"chr18"	61554696	61554818	123	"*"	428.809523809524	9005	21	0.594895944280442	0.0677655677655678
"chr18.544"	"chr18"	62525660	62525776	117	"*"	479.416666666667	5753	12	0.218954533499819	0.0993589743589744
"chr18.546"	"chr18"	62596667	62596790	124	"*"	863.739130434783	19866	23	0.0214308870726663	0
"chr18.551"	"chr18"	63236519	63236672	154	"*"	320	2560	8	0.716802813566327	0.110576923076923
"chr18.555"	"chr18"	63321021	63321052	32	"*"	256.714285714286	1797	7	0.178832153225542	0.131868131868132
"chr18.558"	"chr18"	63476669	63476761	93	"*"	662.3125	10597	16	0.505837661807911	0.00240384615384615
"chr18.559"	"chr18"	63476872	63476895	24	"*"	466	4194	9	0.587285802446653	0.0769230769230769
"chr18.560"	"chr18"	63476918	63477018	101	"*"	787.230769230769	10234	13	0.529876789410668	0.0207100591715976
"chr18.561"	"chr18"	63490171	63490607	437	"*"	433.72972972973	16048	37	0.809166921658793	0.0810810810810811
"chr18.563"	"chr18"	63937079	63937262	184	"*"	548.833333333333	6586	12	0.39697790950343	0.0448717948717949
"chr18.565"	"chr18"	63969489	63969551	63	"*"	1225.5	7353	6	0.648972788158674	0
"chr18.568"	"chr18"	64042885	64042996	112	"*"	191	1146	6	0.847376627537641	0.205128205128205
"chr18.569"	"chr18"	64044143	64044374	232	"*"	380.1	3801	10	0.814178166140154	0.111538461538462
"chr18.570"	"chr18"	64724867	64725071	205	"*"	432.181818181818	4754	11	0.816658742067984	0.118881118881119
"chr18.571"	"chr18"	64725807	64726027	221	"*"	249.5	5988	24	0.882517790491685	0.185897435897436
"chr18.572"	"chr18"	65605120	65605612	493	"*"	288.129032258065	17864	62	0.86789920340936	0.143300248138958
"chr18.573"	"chr18"	65750567	65750581	15	"*"	216.2	1081	5	0.0410086665471281	0.138461538461538
"chr18.574"	"chr18"	66223400	66223609	210	"*"	582.809523809524	12239	21	0.794897980606119	0.0641025641025641
"chr18.575"	"chr18"	66223747	66223788	42	"*"	304.4	1522	5	0.811642185298117	0.161538461538462
"chr18.576"	"chr18"	66396169	66396377	209	"*"	304.722222222222	5485	18	0.807854239856325	0.151709401709402
"chr18.577"	"chr18"	66866562	66866599	38	"*"	348.666666666667	3138	9	0.8403226304104	0.132478632478632
"chr18.578"	"chr18"	66866596	66866626	31	"*"	270.777777777778	2437	9	0.838253922862878	0.128205128205128
"chr18.582"	"chr18"	68878840	68879379	540	"*"	442.80487804878	18155	41	0.798674051500027	0.0919324577861163
"chr18.583"	"chr18"	68879852	68880059	208	"*"	206.384615384615	2683	13	0.865252612904526	0.210059171597633
"chr18.584"	"chr18"	68880319	68880522	204	"*"	245.055555555556	4411	18	0.830273772256258	0.151709401709402
"chr18.586"	"chr18"	69956776	69956836	61	"*"	365.888888888889	3293	9	0.66090628089155	0.0555555555555556
"chr18.589"	"chr18"	72542204	72542359	156	"*"	309.75	6195	20	0.0696483222325075	0.119230769230769
"chr18.591"	"chr18"	72867039	72867096	58	"*"	234.916666666667	2819	12	0.158040431960165	0.208333333333333
"chr18.594"	"chr18"	74456221	74456775	555	"*"	378.775510204082	18560	49	0.035469065849531	0.113029827315542
"chr18.595"	"chr18"	74458259	74458411	153	"*"	400.2	4002	10	0.40094897552009	0.0615384615384615
"chr18.597"	"chr18"	74498963	74499192	230	"*"	741.214285714286	10377	14	0.499401808732314	0.0302197802197802
"chr18.601"	"chr18"	75090448	75090644	197	"*"	417.208333333333	10013	24	0.88422237671748	0.120192307692308
"chr18.602"	"chr18"	75125561	75125636	76	"*"	246.888888888889	2222	9	0.817319941235632	0.243589743589744
"chr18.603"	"chr18"	75125706	75125744	39	"*"	426.555555555556	3839	9	0.799898934422737	0.111111111111111
"chr18.604"	"chr18"	75204323	75204355	33	"*"	331.8	1659	5	0.375476021524752	0.176923076923077
"chr18.605"	"chr18"	75204439	75204552	114	"*"	308.153846153846	4006	13	0.234147383798607	0.118343195266272
"chr18.606"	"chr18"	75205113	75205492	380	"*"	336.428571428571	7065	21	0.357358684785717	0.102564102564103
"chr18.607"	"chr18"	75205209	75205265	57	"*"	261.181818181818	2873	11	0.452143081808375	0.199300699300699
"chr18.612"	"chr18"	75455467	75455965	499	"*"	292.238095238095	18411	63	0.0563161987057759	0.117826617826618
"chr18.613"	"chr18"	75938537	75938589	53	"*"	423	5076	12	0.839731200469517	0.118589743589744
"chr18.615"	"chr18"	76402550	76402867	318	"*"	445.048780487805	18247	41	0.764784039959245	0.0797373358348968
"chr18.620"	"chr18"	76496337	76496484	148	"*"	626.032258064516	19407	31	0.0350003836638477	0.0173697270471464
"chr18.621"	"chr18"	76599034	76599323	290	"*"	465.95652173913	10717	23	0.710525588101136	0.0618729096989967
"chr18.622"	"chr18"	76600370	76600453	84	"*"	325.307692307692	4229	13	0.852295454916221	0.0976331360946746
"chr18.623"	"chr18"	76787372	76787770	399	"*"	484.236363636364	26633	55	0.428618257826218	0.0699300699300699
"chr18.624"	"chr18"	76787747	76787965	219	"*"	429.692307692308	11172	26	0.379761976667579	0.0695266272189349
"chr18.628"	"chr18"	76823743	76823948	206	"*"	273.095238095238	5735	21	0.401904108011471	0.186813186813187
"chr18.629"	"chr18"	76895106	76895211	106	"*"	686.136363636364	15095	22	0.959467784751294	0.0664335664335664
"chr18.630"	"chr18"	77055976	77056143	168	"*"	348.166666666667	6267	18	0.413201918904515	0.0961538461538462
"chr18.631"	"chr18"	77087258	77087294	37	"*"	232.875	1863	8	0.363324707176996	0.221153846153846
"chr18.632"	"chr18"	77088001	77088207	207	"*"	612.95652173913	14098	23	0.583793142828186	0.068561872909699
"chr18.633"	"chr18"	77112375	77112458	84	"*"	260.777777777778	2347	9	0.709558921941076	0.132478632478632
"chr18.635"	"chr18"	77133355	77133506	152	"*"	425.210526315789	8079	19	0.373955134035973	0.0910931174089069
"chr18.636"	"chr18"	77250064	77250105	42	"*"	528.909090909091	5818	11	0.0272561316140974	0.0804195804195804
"chr18.638"	"chr18"	77978494	77978584	91	"*"	788.545454545455	8674	11	0.903182410072253	0.013986013986014
"chr18.639"	"chr18"	78126578	78126781	204	"*"	505.516129032258	15671	31	0.754719151408517	0.0707196029776675
"chr18.640"	"chr18"	78309636	78309693	58	"*"	255.285714285714	1787	7	0.851874120923761	0.153846153846154
"chr18.641"	"chr18"	78313307	78313439	133	"*"	956.714285714286	20091	21	0.864124015061931	0.010989010989011
"chr18.642"	"chr18"	78363813	78363857	45	"*"	694.428571428571	4861	7	0.888511959644905	0.0384615384615385
"chr18.643"	"chr18"	78365590	78365746	157	"*"	422.4375	6759	16	0.746304790361483	0.0697115384615385
"chr18.644"	"chr18"	78400420	78400443	24	"*"	467.2	2336	5	0.867086431527863	0.0384615384615385
"chr18.645"	"chr18"	78426272	78426408	137	"*"	394.333333333333	7098	18	0.553072627794854	0.0683760683760684
"chr18.646"	"chr18"	78506257	78506291	35	"*"	273	2457	9	0.728064155985171	0.213675213675214
"chr18.647"	"chr18"	78506373	78506453	81	"*"	800.727272727273	8808	11	0.677011644015636	0.020979020979021
"chr18.648"	"chr18"	78515338	78515500	163	"*"	405.285714285714	5674	14	0.738200622164178	0.0714285714285714
"chr18.649"	"chr18"	78517366	78517650	285	"*"	496.411764705882	8439	17	0.872019572902052	0.0904977375565611
"chr18.650"	"chr18"	78518118	78518222	105	"*"	310.875	2487	8	0.690597879377086	0.168269230769231
"chr18.651"	"chr18"	78558862	78559005	144	"*"	278.357142857143	3897	14	0.847869111976413	0.126373626373626
"chr18.652"	"chr18"	78562871	78562991	121	"*"	265.214285714286	3713	14	0.771081001127878	0.153846153846154
"chr18.653"	"chr18"	78703310	78703712	403	"*"	400.148936170213	18807	47	0.868585961393269	0.118657937806874
"chr18.654"	"chr18"	78726212	78726402	191	"*"	410.789473684211	7805	19	0.886430365536256	0.0910931174089069
"chr18.655"	"chr18"	78728468	78728516	49	"*"	383.888888888889	3455	9	0.884965559480305	0.162393162393162
"chr18.656"	"chr18"	78796734	78796805	72	"*"	241.916666666667	2903	12	0.897584772174174	0.224358974358974
"chr18.657"	"chr18"	78797031	78797554	524	"*"	411.5	23867	58	0.849400718176458	0.0948275862068965
"chr18.658"	"chr18"	78857034	78857178	145	"*"	245.903225806452	7623	31	0.876346778490383	0.192307692307692
"chr18.659"	"chr18"	78861307	78861357	51	"*"	428.222222222222	3854	9	0.684651550806092	0.0897435897435897
"chr18.660"	"chr18"	78914508	78914525	18	"*"	219.2	1096	5	0.688886702193502	0.246153846153846
"chr18.661"	"chr18"	78914599	78914672	74	"*"	280.571428571429	1964	7	0.60747633955777	0.142857142857143
"chr18.662"	"chr18"	78973512	78973573	62	"*"	166.25	1330	8	0.113447023533279	0.225961538461538
"chr18.663"	"chr18"	78974727	78974765	39	"*"	369.142857142857	2584	7	0.104262270906268	0.148351648351648
"chr18.664"	"chr18"	78976735	78976845	111	"*"	545.222222222222	4907	9	0.338738904237627	0.0256410256410256
"chr18.665"	"chr18"	78980061	78980265	205	"*"	252.953488372093	10877	43	0.0821021350316287	0.219141323792487
"chr18.666"	"chr18"	78981073	78981118	46	"*"	278.875	2231	8	0.101548630096669	0.163461538461538
"chr18.667"	"chr18"	79022746	79022896	151	"*"	441.724137931034	12810	29	0.921332130984207	0.118037135278515
"chr18.670"	"chr18"	79322156	79322449	294	"*"	381.24	9531	25	0.807597657913925	0.0953846153846154
"chr18.673"	"chr18"	79373718	79373950	233	"*"	469.142857142857	6568	14	0.896315558402761	0.101648351648352
"chr18.674"	"chr18"	79378912	79379395	484	"*"	369.909090909091	24414	66	0.167379966419025	0.0833333333333333
"chr18.677"	"chr18"	79396825	79396920	96	"*"	296.230769230769	3851	13	0.0511605097399563	0.162721893491124
"chr18.678"	"chr18"	79397760	79397910	151	"*"	272.95	5459	20	0.417068864734542	0.169230769230769
"chr18.679"	"chr18"	79397987	79398073	87	"*"	369.625	2957	8	0.410705037470041	0.0865384615384615
"chr18.680"	"chr18"	79398105	79398267	163	"*"	337.375	2699	8	0.438391483874251	0.0865384615384615
"chr18.681"	"chr18"	79398106	79398163	58	"*"	335.909090909091	3695	11	0.460247779216584	0.118881118881119
"chr18.682"	"chr18"	79398653	79398677	25	"*"	259.5	1557	6	0.470293669123615	0.147435897435897
"chr18.684"	"chr18"	79430019	79430102	84	"*"	302.625	2421	8	0.726290910405348	0.125
"chr18.685"	"chr18"	79430076	79430103	28	"*"	445.888888888889	4013	9	0.606972247108924	0.0726495726495727
"chr18.686"	"chr18"	79436122	79436374	253	"*"	329.291666666667	15806	48	0.55422865003542	0.0889423076923077
"chr18.687"	"chr18"	79458459	79458548	90	"*"	365.6	3656	10	0.47707535756436	0.134615384615385
"chr18.688"	"chr18"	79460712	79460769	58	"*"	337.5	2025	6	0.737679065521061	0.0705128205128205
"chr18.689"	"chr18"	79474406	79474519	114	"*"	600.947368421053	11418	19	0.909669613015779	0.0931174089068826
"chr18.690"	"chr18"	79474919	79474971	53	"*"	397.5	3975	10	0.871207787216119	0.192307692307692
"chr18.691"	"chr18"	79497352	79497418	67	"*"	267.333333333333	2406	9	0.558060284048456	0.192307692307692
"chr18.692"	"chr18"	79517502	79517584	83	"*"	332.25	3987	12	0.361245792714008	0.112179487179487
"chr18.693"	"chr18"	79520146	79520272	127	"*"	355.423076923077	9241	26	0.441763811412641	0.10207100591716
"chr18.694"	"chr18"	79520295	79520354	60	"*"	677.571428571429	4743	7	0.349847714623534	0
"chr18.695"	"chr18"	79520348	79520414	67	"*"	528.727272727273	5816	11	0.35921440316234	0.027972027972028
"chr18.696"	"chr18"	79523467	79523531	65	"*"	620	6820	11	0.571729143340522	0.0104895104895105
"chr18.697"	"chr18"	79524462	79524520	59	"*"	286.8	1434	5	0.582040797668659	0.1
"chr18.698"	"chr18"	79526007	79526228	222	"*"	303.722222222222	5467	18	0.815892161899014	0.168803418803419
"chr18.699"	"chr18"	79527158	79527305	148	"*"	274.6	4119	15	0.826548100872375	0.166666666666667
"chr18.700"	"chr18"	79529104	79529539	436	"*"	423	20727	49	0.767363782318864	0.0996860282574568
"chr18.701"	"chr18"	79625262	79625305	44	"*"	769.375	6155	8	0.285471208965858	0
"chr18.702"	"chr18"	79626860	79626912	53	"*"	335.769230769231	4365	13	0.738711351888064	0.103550295857988
"chr18.704"	"chr18"	79638833	79638897	65	"*"	432.909090909091	4762	11	0.401117730882884	0.048951048951049
"chr18.705"	"chr18"	79641972	79642064	93	"*"	270.625	2165	8	0.833963660285064	0.206730769230769
"chr18.707"	"chr18"	79708416	79708573	158	"*"	479.8	11995	25	0.810009048672023	0.0846153846153846
"chr18.711"	"chr18"	79785072	79785322	251	"*"	352.894736842105	13410	38	0.642283306608409	0.143724696356275
"chr18.712"	"chr18"	79798880	79799328	449	"*"	469.470588235294	7981	17	0.049535185781835	0.0904977375565611
"chr18.713"	"chr18"	79826759	79826847	89	"*"	427.090909090909	4698	11	0.928071413296243	0.108391608391608
"chr18.714"	"chr18"	79830620	79830953	334	"*"	764.242424242424	25220	33	0.767800669180829	0.0547785547785548
"chr18.715"	"chr18"	79831498	79831769	272	"*"	332.371428571429	11633	35	0.817498329653235	0.156043956043956
"chr18.716"	"chr18"	79848773	79848808	36	"*"	209	1045	5	0.615084257978315	0.246153846153846
"chr18.717"	"chr18"	79848916	79849096	181	"*"	314.380952380952	6602	21	0.477373699018728	0.128205128205128
"chr18.718"	"chr18"	79883254	79883389	136	"*"	381.176470588235	6480	17	0.854929603543075	0.122171945701357
"chr18.719"	"chr18"	79883774	79883868	95	"*"	319.642857142857	4475	14	0.857375640552944	0.17032967032967
"chr18.720"	"chr18"	79885528	79885584	57	"*"	261.4	1307	5	0.855301788849461	0.246153846153846
"chr18.724"	"chr18"	79963194	79963229	36	"*"	370.5	2223	6	0.635079519518979	0.128205128205128
"chr18.725"	"chr18"	79963272	79963355	84	"*"	505.666666666667	3034	6	0.501758238941547	0.0961538461538462
"chr18.731"	"chr18"	80147389	80147949	561	"*"	1084.875	34716	32	0.182952948547008	0.00480769230769231
"chr18.732"	"chr18"	80147542	80147642	101	"*"	425.791666666667	10219	24	0.163822718812277	0.110576923076923
"chr18.733"	"chr18"	80147655	80147781	127	"*"	573.230769230769	7452	13	0.209816333264102	0.0236686390532544
"chr18.734"	"chr18"	80147817	80147869	53	"*"	485.333333333333	4368	9	0.217725284914235	0.0170940170940171
"chr18.736"	"chr18"	80148065	80148136	72	"*"	781.636363636364	8598	11	0.287484932661971	0.0034965034965035
"chr18.737"	"chr18"	80159661	80159833	173	"*"	269	5111	19	0.439261911398937	0.180161943319838
"chr18.738"	"chr18"	80160190	80160314	125	"*"	198	2178	11	0.539115541390515	0.192307692307692
"chr18.739"	"chr18"	80160644	80160705	62	"*"	552.181818181818	6074	11	0.804342359991062	0.0979020979020979
