chr	pos	UC_0773	NN_0141	NN_0155	UC_0854	UC_0387	UC_0366	UC_0703	UC_0288	UC_0912	UC_0895	NN_0809	NN_0681	NN_0762	NN_0643	UC_0297	NN_0477	NN_0504	NN_0662	UC_0765	UC_0524	UC_0423	UC_0426	UC_0157	UC_0508	UC_0813	UC_0994
chr18	12287196	0.3	0.666666666666667	0.533333333333333	0.458333333333333	0.5	0.555555555555556	0.4	0.324324324324324	0.285714285714286	0.363636363636364	0.307692307692308	0.352941176470588	0.523809523809524	0.454545454545455	.	0.0454545454545455	0.3125	0.466666666666667	0.625	0.37037037037037	0.516129032258065	0.454545454545455	0.566666666666667	0.421052631578947	0.444444444444444	0.428571428571429
chr18	12287197	0.538461538461538	0.344827586206897	0.516129032258065	0.6	0.307692307692308	0.222222222222222	0.545454545454545	0.306122448979592	0.1	0.235294117647059	0.333333333333333	0.512820512820513	0.722222222222222	0.628571428571429	0.434782608695652	0.409090909090909	0.450980392156863	0.448275862068966	0.696969696969697	0.266666666666667	0.375	0.555555555555556	0.645161290322581	0.428571428571429	0.441860465116279	0.452830188679245
chr18	12287205	0.1	0.3125	0.352941176470588	0.304347826086957	0.125	0.444444444444444	0.166666666666667	0.235294117647059	0.111111111111111	0.25	0.277777777777778	0.15	0.318181818181818	0.416666666666667	0.166666666666667	0.0689655172413793	0.277777777777778	0.333333333333333	0.465116279069767	0.210526315789474	0.258064516129032	0.166666666666667	0.264705882352941	0.146341463414634	0.236842105263158	0.285714285714286
chr18	12287206	0.161290322580645	0.314285714285714	0.321428571428571	0.354838709677419	0.266666666666667	0.28	0.28	0.208333333333333	0.0909090909090909	0.0606060606060606	0.137931034482759	0.340909090909091	0.409090909090909	0.378378378378378	0.409090909090909	0.173913043478261	0.283333333333333	0.393939393939394	0.529411764705882	0.206349206349206	0.277777777777778	0.378378378378378	0.354838709677419	0.325581395348837	0.326530612244898	0.285714285714286
chr18	12287250	0.1875	0.192307692307692	0.285714285714286	0.411764705882353	0.333333333333333	0.375	0.2	0.255813953488372	0.0714285714285714	0.0952380952380952	0.227272727272727	0.222222222222222	0.172413793103448	0.375	0.222222222222222	0	0.24390243902439	0.0952380952380952	0.333333333333333	0.205882352941176	0.138888888888889	0.194444444444444	0.25	0.18	0.142857142857143	0.176470588235294
chr18	12287251	0.352941176470588	0.137931034482759	0.40625	0.15	0.25	0.161290322580645	0.307692307692308	0.155172413793103	0.125	0.0789473684210526	0.117647058823529	0.258620689655172	0.19047619047619	0.166666666666667	0.4	0.172413793103448	0.303571428571429	0.105263157894737	0.310344827586207	0.206896551724138	0.27027027027027	0.166666666666667	0.225806451612903	0.392857142857143	0.148936170212766	0.241379310344828
chr18	12287273	0.388888888888889	0.4	0.0833333333333333	0.238095238095238	0.333333333333333	0.315789473684211	0.166666666666667	0.142857142857143	0.0588235294117647	0.333333333333333	0.173913043478261	0.142857142857143	0.0909090909090909	0.5	.	0.0454545454545455	0.272727272727273	0.363636363636364	0.0952380952380952	0.171428571428571	0.315789473684211	0.204081632653061	0.387096774193548	0.155172413793103	0.159090909090909	0.375
chr18	12287274	0.32	0.230769230769231	0.384615384615385	0.357142857142857	0.3	0.16	0.2	0.283333333333333	0.153846153846154	0.2	0.188679245283019	0.204545454545455	0.454545454545455	0.125	0.4	0.272727272727273	0.490909090909091	0.0714285714285714	0.40625	0.142857142857143	0.315789473684211	0.372093023255814	0.487179487179487	0.307692307692308	0.3	0.0384615384615385
chr18	12287276	0.277777777777778	0.222222222222222	0.08	0.0454545454545455	0.2	0.0625	0.0909090909090909	0.146341463414634	0	0.241379310344828	0.05	0.0476190476190476	0.0909090909090909	0.214285714285714	0.166666666666667	0	0.333333333333333	0.181818181818182	0.0465116279069767	0.0857142857142857	0.268292682926829	0.173913043478261	0.225806451612903	0.0677966101694915	0.142857142857143	0.137931034482759
chr18	12287277	0.0416666666666667	0.08	0.346153846153846	0.204545454545455	0.125	0	0.15	0.116666666666667	0	0.0882352941176471	0.0961538461538462	0.0909090909090909	0.136363636363636	0.0952380952380952	0.0555555555555556	0.25	0.326530612244898	0	0.294117647058824	0.0869565217391304	0.210526315789474	0.181818181818182	0.305555555555556	0.326923076923077	0.146341463414634	0.0952380952380952
chr18	12287302	0.176470588235294	0.25	0.258064516129032	0.363636363636364	.	0.388888888888889	0.333333333333333	0.2	0.133333333333333	0.34375	0.0952380952380952	0	0.206896551724138	0.526315789473684	0.125	0.375	0.0967741935483871	0.238095238095238	0.191489361702128	0.347222222222222	0.520833333333333	0.319148936170213	0.483870967741935	0.206896551724138	0.3125	0.142857142857143
chr18	12287303	0.363636363636364	0.285714285714286	0.277777777777778	0.34375	0.333333333333333	0.1	0.260869565217391	0.408163265306122	0.0526315789473684	0.307692307692308	0.166666666666667	0.193548387096774	0.533333333333333	0.352941176470588	0.3125	0.333333333333333	0.295454545454545	0.208333333333333	0.2	0.266666666666667	0.5	0.324324324324324	0.4375	0.433333333333333	0.304347826086957	0.103448275862069
chr18	12287309	0.5	0.333333333333333	0.448275862068966	0.230769230769231	.	0.235294117647059	0.0909090909090909	0.115384615384615	0.0625	0.193548387096774	0.105263157894737	0.235294117647059	0.193548387096774	0.421052631578947	0	0.434782608695652	0.266666666666667	0.25	0.209302325581395	0.246575342465753	0.411764705882353	0.25	0.516129032258065	0.241379310344828	0.166666666666667	0.214285714285714
chr18	12287310	0.153846153846154	0.2	0.1875	0.3	0.333333333333333	0.166666666666667	0.0952380952380952	0.274509803921569	0	0.238095238095238	0.244444444444444	0.0666666666666667	0.636363636363636	0.416666666666667	0.5	0.148148148148148	0.348837209302326	0.1	0.0952380952380952	0.205882352941176	0.266666666666667	0.28125	0.444444444444444	0.451612903225806	0.136363636363636	0.032258064516129
chr18	12287317	0.4375	0.185185185185185	0.142857142857143	0.153846153846154	0.5	0.266666666666667	0.5	0.192307692307692	0	0.4	0.105263157894737	0.176470588235294	0.2	0.35	0.333333333333333	0.2	0.32	0.15	0.215686274509804	0.301369863013699	0.36734693877551	0.261904761904762	0.515151515151515	0.240740740740741	0.358490566037736	0.214285714285714
chr18	12287318	0.214285714285714	0.3	0.2	0.285714285714286	0.222222222222222	0.1875	0.1	0.404255319148936	0	0.19047619047619	0.214285714285714	0.151515151515152	0.666666666666667	0.230769230769231	0.125	0.333333333333333	0.254901960784314	0.166666666666667	0.2	0.2	0.357142857142857	0.2	0.192307692307692	0.230769230769231	0.227272727272727	0.344827586206897
chr18	12287320	0.117647058823529	0.172413793103448	0.214285714285714	0.0769230769230769	0.5	0.166666666666667	0.0909090909090909	0.153846153846154	0.0625	0.3	0.157894736842105	0.117647058823529	0.181818181818182	0.227272727272727	0.333333333333333	0.0869565217391304	0.217391304347826	0.1	0.24	0.184210526315789	0.244897959183673	0.121951219512195	0.379310344827586	0.125	0.150943396226415	0.152173913043478
chr18	12287321	0.142857142857143	0.157894736842105	0.227272727272727	0.0714285714285714	0	0.2	0.1	0.136363636363636	0.0555555555555556	0.25	0.0512820512820513	0.0625	0.666666666666667	0.416666666666667	0.166666666666667	0.16	0.150943396226415	0.117647058823529	0.25	0.222222222222222	0.285714285714286	0.310344827586207	0.333333333333333	0.0769230769230769	0.142857142857143	0.1
chr18	12287323	0.277777777777778	0.206896551724138	0.222222222222222	0.148148148148148	0.428571428571429	0.0833333333333333	0	0.153846153846154	0.133333333333333	0.21875	0.111111111111111	0.111111111111111	0.193548387096774	0.2	0	0.0869565217391304	0.103448275862069	0.157894736842105	0.0980392156862745	0.171052631578947	0.26530612244898	0.292682926829268	0.448275862068966	0.214285714285714	0.0754716981132075	0.136363636363636
chr18	12287324	0.333333333333333	0.15	0.136363636363636	0.0740740740740741	0	0.142857142857143	0.0952380952380952	0.136363636363636	0	0.263157894736842	0.25	0.0625	0.4	0.166666666666667	0	0.130434782608696	0.192307692307692	0.0909090909090909	0.315789473684211	0.0769230769230769	0.0714285714285714	0.25	0.296296296296296	0.272727272727273	0.15	0.21875
chr18	12287347	0.4	0.25	0.458333333333333	0.45	0.375	0.3	0.5	0.444444444444444	0.4	0.466666666666667	0.210526315789474	0.0714285714285714	0.3125	0.529411764705882	0.333333333333333	0.333333333333333	0.4375	0.157894736842105	0.547619047619048	0.276923076923077	0.837837837837838	0.37037037037037	0.787878787878788	0.428571428571429	0.382978723404255	0.3
chr18	12287348	0.538461538461538	0.5	0.315789473684211	0.3125	0.375	0.454545454545455	0.4375	0.388888888888889	0.2	0.428571428571429	0.304347826086957	0.1	0.333333333333333	0.5	0.733333333333333	0.333333333333333	0.32258064516129	0.363636363636364	0.833333333333333	0.269230769230769	0.647058823529412	0.6875	0.833333333333333	0.473684210526316	0.533333333333333	0.08
chr18	12287360	0.6875	0.304347826086957	0.208333333333333	0.416666666666667	0	0.0909090909090909	0.4	0.25	0.272727272727273	0.448275862068966	0.3	0.0625	0.161290322580645	0.315789473684211	0.25	0.117647058823529	0.551020408163265	0.388888888888889	0.454545454545455	0.254237288135593	0.315789473684211	0.185185185185185	0.53125	0.4	0.409090909090909	0.277777777777778
chr18	12287361	0.333333333333333	0.333333333333333	0.352941176470588	0.142857142857143	0.2	0.375	0.0769230769230769	0.272727272727273	0.384615384615385	0.0833333333333333	0.217391304347826	0.176470588235294	0	0.333333333333333	0.2	0	0.2	0.1	0.5	0.181818181818182	0.428571428571429	0.5	0.416666666666667	0.217391304347826	0.5	0.0833333333333333
chr18	12287368	0.4	0.291666666666667	0.304347826086957	0.52	0.1	0.181818181818182	0.5	0.32	0.266666666666667	0.5	0.238095238095238	0.25	0.3125	0.5625	0.142857142857143	0.333333333333333	0.416666666666667	0.333333333333333	0.266666666666667	0.258064516129032	0.5	0.296296296296296	0.696969696969697	0.5	0.488888888888889	0.127659574468085
chr18	12287369	0.571428571428571	0.6	0.375	0.25	0.428571428571429	0.555555555555556	0.166666666666667	0.344827586206897	0.272727272727273	0	0.157894736842105	0.421052631578947	.	0.5	0.2	0.333333333333333	0.103448275862069	0.142857142857143	0.25	0.176470588235294	0.692307692307692	0.625	0.545454545454545	0.590909090909091	0.636363636363636	0.263157894736842
chr18	12287386	0.166666666666667	0.0666666666666667	0.285714285714286	0.19047619047619	0.125	0	0	0.2	0.133333333333333	0.173913043478261	0.117647058823529	0.0769230769230769	0	0.142857142857143	0.166666666666667	0.111111111111111	0.2	0.266666666666667	0.105263157894737	0.0714285714285714	0.142857142857143	0	0.236842105263158	0.142857142857143	0.105263157894737	0.0256410256410256
chr18	12287387	.	.	0.333333333333333	0.166666666666667	.	.	0.1	0.0909090909090909	0.5	0	0	0	0.5	0	0.3	0	0.0555555555555556	.	0.222222222222222	0	0.125	0.0526315789473684	0.428571428571429	0.318181818181818	.	0
chr18	12287394	0.166666666666667	0.214285714285714	0.214285714285714	0.238095238095238	0.285714285714286	0.125	0.166666666666667	0.0555555555555556	0.2	0.2	0.0526315789473684	0.2	0.0526315789473684	0.166666666666667	0.2	0.142857142857143	0.222222222222222	0.357142857142857	0.189189189189189	0.173913043478261	0.19047619047619	0.153846153846154	0.382352941176471	0.321428571428571	0.21875	0.0833333333333333
chr18	12287398	0.166666666666667	0.357142857142857	0.25	0.181818181818182	0.142857142857143	0.125	0.166666666666667	0.0869565217391304	0.1875	0.0833333333333333	0.157894736842105	0.0666666666666667	0.0555555555555556	0.166666666666667	0.166666666666667	0	0.321428571428571	0.384615384615385	0.162790697674419	0.142857142857143	0.157894736842105	0.111111111111111	0.424242424242424	0.222222222222222	0.333333333333333	0
chr18	12287405	0.416666666666667	0.230769230769231	0.166666666666667	0.272727272727273	0.166666666666667	0.125	.	0.15	0.153846153846154	0.428571428571429	0.05	0.142857142857143	0.133333333333333	0.214285714285714	0	0.166666666666667	0.333333333333333	0.363636363636364	0.133333333333333	0.104166666666667	0.1875	0.103448275862069	0.419354838709677	0.219512195121951	0.185185185185185	0.0285714285714286
chr18	12287417	0.416666666666667	0.230769230769231	0.166666666666667	0.3	0	0	.	0.277777777777778	0.230769230769231	0.15	0	0.2	0.411764705882353	0.2	0	0	0.142857142857143	0.666666666666667	0.24390243902439	0.108695652173913	0.764705882352941	0.12	0.413793103448276	0.325581395348837	0.2	0
chr18	12287439	0.111111111111111	0.142857142857143	0	0.166666666666667	0	0	.	0.133333333333333	0.285714285714286	0.12	0.166666666666667	0	0.142857142857143	0.153846153846154	0	.	0.04	0.25	0.136363636363636	0.0303030303030303	0	0	0.523809523809524	0.15	0.133333333333333	0
chr18	12287441	0.222222222222222	0.285714285714286	0	0.333333333333333	0	0	.	0.333333333333333	0.285714285714286	0.115384615384615	0.117647058823529	0.1	0.133333333333333	0.3	0	.	0.0384615384615385	0.3125	0.177777777777778	0.032258064516129	0.384615384615385	0.105263157894737	0.333333333333333	0.184210526315789	0.142857142857143	0
chr18	12287452	0.125	0.181818181818182	.	0.214285714285714	0	.	.	0.142857142857143	0.2	0.111111111111111	0.277777777777778	0.1	0.1875	0.4	0.0666666666666667	0	0	0.2	0.09375	0	0.428571428571429	0.16	0.625	0.303030303030303	0.153846153846154	0.0434782608695652
chr18	12287460	0	0	.	0	0.4	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr18	12287461	0	.	.	0	0	.	.	0	.	0	0	0	0	0	.	.	0	0	0	0	0	0	0	0	0	0
chr18	12287478	.	0.125	.	0.2	.	0.111111111111111	.	0.0666666666666667	0	0.136363636363636	0.421052631578947	0	0.125	0.4	0.0666666666666667	0.142857142857143	0.230769230769231	0.294117647058824	0.208333333333333	0.142857142857143	0.0666666666666667	0.363636363636364	0.75	0.0416666666666667	0	0.172413793103448
chr18	12287479	0	0.375	.	0.181818181818182	0.166666666666667	.	.	0.1	.	0.3	0.111111111111111	0.181818181818182	0	0.214285714285714	.	.	.	0	0	0.0909090909090909	0.222222222222222	0.222222222222222	0.166666666666667	0.272727272727273	0	0.235294117647059
chr18	12287490	.	0	.	0	.	0	.	0	0	0	0	0	0	.	0	0	0	0	0	0	0.0625	0	0	0	0	0
chr18	12287491	0	0	0.142857142857143	0	0	.	0	0	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr18	12287511	0.285714285714286	.	.	0.133333333333333	.	0	.	0.05	0	0.05	0.176470588235294	0.375	0.0666666666666667	0.333333333333333	0	0	0	0	0.15	0.0666666666666667	0.1	0	0	0.103448275862069	0	0.333333333333333
chr18	12287512	0.166666666666667	0.4	0.25	0.176470588235294	0.111111111111111	0.454545454545455	0	0.111111111111111	.	0.2	0.1	0	0.2	0.0625	0.111111111111111	0.0909090909090909	0.333333333333333	0.0588235294117647	0.0909090909090909	0.176470588235294	.	0.142857142857143	0.181818181818182	0.105263157894737	0.0384615384615385	0
chr18	12287514	0	.	.	0.0625	.	0	.	0.05	0	0	0.0588235294117647	0.222222222222222	0	0	0	0	0	0.307692307692308	0.05	0.0666666666666667	0	0	0	0	0	0
chr18	12287515	0	0.1	0.125	0	0.111111111111111	0.0909090909090909	0	0.105263157894737	.	0.0714285714285714	0	0	0.166666666666667	0	0.111111111111111	0.272727272727273	0.25	0.05	0	0.0588235294117647	.	0.166666666666667	0	0.111111111111111	0	0
chr18	12287520	0.142857142857143	0	.	0	.	0	.	0.0476190476190476	0	0.0526315789473684	0.0588235294117647	0	0	0	0.111111111111111	0	0	0.2	0.05	0.0645161290322581	0.111111111111111	0.08	0.125	0.0714285714285714	0.2	0.21875
chr18	12287521	0	0	0.125	0.0555555555555556	0	0	0	0.0454545454545455	0	0	0	0	0.133333333333333	0	0	0.0909090909090909	0.583333333333333	0.0952380952380952	0.0769230769230769	0.0909090909090909	0	0	0.0769230769230769	0.0869565217391304	0.111111111111111	0
chr18	12287529	0.25	0	.	0.0666666666666667	.	0.0769230769230769	.	0.0454545454545455	.	0.0666666666666667	0	0	0	0.0909090909090909	0	0	0	0.125	0.222222222222222	0.0689655172413793	0	0.0476190476190476	0	0	0	0.181818181818182
chr18	12287530	0	0	0.125	0.105263157894737	0.111111111111111	0.363636363636364	0	0.0454545454545455	0.2	0	0	0.0714285714285714	0.133333333333333	0.125	0	0	0.266666666666667	0.05	0.153846153846154	0.0909090909090909	0	0	0	0.0454545454545455	0	0
chr18	12287543	0	0	.	0.0833333333333333	0.2	0	.	0.0526315789473684	0	0.0526315789473684	0.142857142857143	0.142857142857143	0	0.5	0.1	0.142857142857143	0.19047619047619	0.25	0.125	0.125	0	0.0476190476190476	0.176470588235294	0.103448275862069	0.192307692307692	0.142857142857143
chr18	12287544	0	0.153846153846154	0.571428571428571	0.0909090909090909	0.181818181818182	0.416666666666667	0.285714285714286	0.105263157894737	0.2	0.0714285714285714	0.0714285714285714	0	0.4	0.0555555555555556	0	0	0.333333333333333	0.173913043478261	0.421052631578947	0.04	0	0.0909090909090909	0.142857142857143	0.0740740740740741	0.03125	0.214285714285714
chr18	12287547	0.222222222222222	0	0	0	0	0	.	0.0526315789473684	.	0.0526315789473684	0.0588235294117647	0.3	0.0714285714285714	0.25	0.333333333333333	0.0666666666666667	0.181818181818182	0.117647058823529	0.266666666666667	0.0588235294117647	0	0.0416666666666667	0	0.0689655172413793	0.08	0.037037037037037
chr18	12287548	0	0	0.25	0.0416666666666667	0.111111111111111	0.0714285714285714	0.142857142857143	0.0909090909090909	0	0.0769230769230769	0.153846153846154	0.117647058823529	0.1875	0.0625	0	0	0.333333333333333	0.173913043478261	0.157894736842105	0.0357142857142857	0	0	0.0714285714285714	0.0714285714285714	0	0.153846153846154
chr18	12287558	0	0	0	0.0714285714285714	.	0	.	0.166666666666667	0	0.142857142857143	0	0	0.0769230769230769	0	0.333333333333333	0.0714285714285714	0.25	0.210526315789474	0.111111111111111	0.0810810810810811	0	0.037037037037037	0.142857142857143	0.0384615384615385	0.178571428571429	0.153846153846154
chr18	12287559	.	0.25	0.0909090909090909	0.1	0	0.0666666666666667	0	0.08	.	0.117647058823529	0.166666666666667	0.111111111111111	0	0.0666666666666667	0	0.0833333333333333	0.307692307692308	0.0434782608695652	0.130434782608696	0.133333333333333	0	0	0.0588235294117647	0	0.0645161290322581	0.142857142857143
chr18	12287562	0	0	0	0	.	0	.	0.0833333333333333	.	0.0434782608695652	0	0	0	0.0909090909090909	0.25	0	0.0434782608695652	0.105263157894737	0.0526315789473684	0.075	0	0	0	0.0357142857142857	0.0344827586206897	0.04
chr18	12287563	0	0	0.181818181818182	0.0909090909090909	0	0.0666666666666667	0.1	0.16	.	0.0588235294117647	0	0.125	0.210526315789474	0.125	0	0.0666666666666667	0.0666666666666667	0.0869565217391304	0.130434782608696	0.0689655172413793	0	0	0	0.0645161290322581	0.0666666666666667	0.0555555555555556
chr18	12287619	0	0	0	0	.	0.142857142857143	.	0.172413793103448	0	0	0.285714285714286	0.210526315789474	0.0714285714285714	0.142857142857143	0	0.133333333333333	0.153846153846154	0.363636363636364	0.0833333333333333	0	.	0.0526315789473684	0	0.0454545454545455	0.103448275862069	0.0714285714285714
chr18	12287620	0	0.0769230769230769	0.25	0.0833333333333333	0.142857142857143	0.166666666666667	0.111111111111111	0.1	0	0.25	0.1875	0.2	0.307692307692308	0.333333333333333	.	0.0555555555555556	0.285714285714286	0	0	0	0.166666666666667	0.0588235294117647	0.1875	0.19047619047619	0.0909090909090909	0.111111111111111
chr18	12287625	0	0	0.125	0	.	0	.	0.0384615384615385	0	0.0769230769230769	0.166666666666667	0.117647058823529	0.0909090909090909	0	.	0.0625	0.125	0	0.185185185185185	0.142857142857143	.	0.0625	0	0.130434782608696	0.173913043478261	0
chr18	12287626	0	0.125	0	0.181818181818182	0.125	0.222222222222222	0.111111111111111	0.0645161290322581	0.166666666666667	0.15	0.117647058823529	0	0.363636363636364	0.222222222222222	0.4	0	0.214285714285714	0.111111111111111	0.0526315789473684	0	0	0	0	0.0476190476190476	0.0909090909090909	0.222222222222222
chr18	12287659	0	0	0.142857142857143	0.0769230769230769	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0.0952380952380952	0	0.0714285714285714	0	0.0952380952380952	0	0
chr18	12287660	0	.	0	0	0	0.5	0.111111111111111	0.0869565217391304	0	0	0.0909090909090909	.	0	.	.	0.2	0	0	0.0769230769230769	0	0.25	0	0	0	0	0
chr18	12287668	.	0	0	0.0769230769230769	.	.	.	0.214285714285714	0	0.181818181818182	0.166666666666667	0	0	0	0	.	0	0	0.142857142857143	0.0588235294117647	0	0	0	0.157894736842105	0	0
chr18	12287669	.	.	.	0	0	0.2	0.111111111111111	0.0952380952380952	.	0	0.1	.	0	.	.	0.142857142857143	0	0	0	0.142857142857143	0	0	0.111111111111111	0	0	0
chr18	12288197	0	0	0	0	0	0	0	0	0	0.105263157894737	0	0	0	0	.	0	0	0	0	0.0285714285714286	0.0434782608695652	0	0	0.130434782608696	0	0
chr18	12288212	0	0	0	0	0	0.25	0.0833333333333333	0.0416666666666667	0	0.08	0.1	0.0869565217391304	0	0	0	0.0476190476190476	0.0212765957446809	0	0.0689655172413793	0.0512820512820513	0.153846153846154	0.0909090909090909	0.0384615384615385	0.0333333333333333	0	0
chr18	12288226	0	0	0	0.0344827586206897	0.0588235294117647	0.0714285714285714	0.166666666666667	0.0476190476190476	0.0555555555555556	0.0625	0.0416666666666667	0.0714285714285714	0.15	0	0	0.0434782608695652	0	0	0	0.0666666666666667	0.25	0.0833333333333333	0.0645161290322581	0.0625	0	0
chr18	12288261	0	0	0.125	0.032258064516129	0	0.0869565217391304	0	0	0.0666666666666667	0.024390243902439	0	0.138888888888889	0.09375	0.04	0.181818181818182	0.0285714285714286	0	0.0153846153846154	0.111111111111111	0.0731707317073171	0.172413793103448	0	0.0714285714285714	0.192307692307692	0.0333333333333333	0.0952380952380952
chr18	12288266	0.0555555555555556	0	0	0.0689655172413793	0	0.0434782608695652	0.166666666666667	0.0357142857142857	0.142857142857143	0	0	0	0.0625	0	0.0454545454545455	0	0.0377358490566038	0	0.032258064516129	0.025	0.0740740740740741	0.0689655172413793	0.0487804878048781	0.0416666666666667	0.0285714285714286	0.0416666666666667
chr18	12288307	0	0	0	0.0645161290322581	0	0.0384615384615385	0.0833333333333333	0.0625	0	0.0512820512820513	0	0.0588235294117647	0	0.0625	0.15	0	0.0816326530612245	0	0.0285714285714286	0.0465116279069767	0.0344827586206897	0	0.0303030303030303	0	0.0512820512820513	0.0384615384615385
chr18	12288308	0	0.166666666666667	.	0	.	0.111111111111111	0	0	0	0	.	0.0833333333333333	0	0	0	0	0	0	0	0	.	.	0	.	.	0
chr18	12288309	0	0.03125	0	0.0645161290322581	0	0.0384615384615385	0.0833333333333333	0.0333333333333333	0.0833333333333333	0.0512820512820513	0	0.0555555555555556	0.227272727272727	0	0.05	0.117647058823529	0.0212765957446809	0	0.0285714285714286	0.0681818181818182	0.0344827586206897	0	0.133333333333333	0	0.0769230769230769	0.0384615384615385
chr18	12288328	0.0588235294117647	0.0588235294117647	0	0.0666666666666667	0	0.04	0.214285714285714	0.153846153846154	0.0555555555555556	0.114285714285714	0	0.133333333333333	0	0	0	0	0	0	0	0.0975609756097561	0.111111111111111	0	0.0625	0	0	0.108108108108108
chr18	12288351	0	0	0	0.111111111111111	0	0.157894736842105	0	0.111111111111111	0.0555555555555556	0.0357142857142857	0	0.0740740740740741	0.157894736842105	0	0.0555555555555556	0.032258064516129	0	0.0425531914893617	0	0.0303030303030303	0	0.157894736842105	0.0357142857142857	0.153846153846154	0.0625	0.0810810810810811
chr18	12288365	0	0	0.25	0.272727272727273	0.166666666666667	0.176470588235294	0.4	0.333333333333333	0.133333333333333	0.16	0.263157894736842	0.24	0.15	0.285714285714286	0.111111111111111	0.296296296296296	0.0714285714285714	0.0526315789473684	0.0454545454545455	0.16	0.185185185185185	0	0.08	0.142857142857143	0.428571428571429	0.258064516129032
chr18	12288377	0	0.0625	0	0.142857142857143	0	0	0	0.181818181818182	0	0.136363636363636	0	0.318181818181818	0.3	0.214285714285714	0	0.176470588235294	0	0	0	0.0909090909090909	0.0384615384615385	0	0.0476190476190476	0.2	0	0.0714285714285714
chr18	12291209	0.565217391304348	0.470588235294118	0.8125	0.80952380952381	0.777777777777778	0.363636363636364	.	0.782608695652174	0.5	0.625	1	0.772727272727273	0.625	1	0.571428571428571	0.9	0.956521739130435	0.75	0.352941176470588	0.68	0.625	0.666666666666667	0.333333333333333	0.407407407407407	0.888888888888889	0.571428571428571
chr18	12291210	0.789473684210526	0.0952380952380952	0.681818181818182	0.761904761904762	0.2	0.424242424242424	0.538461538461538	0.605263157894737	0.25	0.466666666666667	0.666666666666667	0.710526315789474	0.838709677419355	0.6	0.833333333333333	0.631578947368421	0.727272727272727	0.826086956521739	0.692307692307692	0.5	0.888888888888889	0.692307692307692	0.5	0.25	0.888888888888889	0.645161290322581
chr18	12291250	0.954545454545455	0.842105263157895	1	0.96875	0.941176470588235	0.95	.	0.916666666666667	1	0.851851851851852	1	0.961538461538462	0.941176470588235	0.928571428571429	1	0.964285714285714	0.96969696969697	0.954545454545455	0.964285714285714	0.931034482758621	0.941176470588235	0.925925925925926	0.722222222222222	0.931034482758621	0.933333333333333	0.735294117647059
chr18	12291251	0.818181818181818	1	0.925925925925926	0.851851851851852	1	0.828571428571429	0.736842105263158	0.75	0.933333333333333	0.814814814814815	0.857142857142857	1	0.925	1	0.941176470588235	1	1	0.983333333333333	0.96969696969697	0.885714285714286	1	0.941176470588235	0.882352941176471	0.941176470588235	0.9	0.945945945945946
chr18	12291255	0.904761904761905	0.944444444444444	0.833333333333333	0.96875	0.941176470588235	0.857142857142857	0.833333333333333	0.891891891891892	0.9	0.8	0.9375	1	0.882352941176471	0.6875	1	0.916666666666667	0.794117647058823	1	0.90625	0.911764705882353	0.928571428571429	0.928571428571429	0.823529411764706	0.933333333333333	0.892857142857143	0.882352941176471
chr18	12291256	0.956521739130435	0.971428571428571	0.962962962962963	0.958333333333333	0.888888888888889	0.805555555555556	0.764705882352941	0.765957446808511	0.923076923076923	0.925925925925926	0.892857142857143	1	0.947368421052632	1	0.944444444444444	0.957446808510638	0.833333333333333	0.984126984126984	0.90625	0.888888888888889	1	0.875	0.8125	0.944444444444444	0.85	0.948717948717949
chr18	12291287	0.478260869565217	0.444444444444444	0.8125	0.75	0.533333333333333	0.6	0.428571428571429	0.609756097560976	0.642857142857143	0.666666666666667	0.416666666666667	0.772727272727273	0.857142857142857	0.6	0.5625	0.571428571428571	0.631578947368421	0.633333333333333	0.682926829268293	0.791666666666667	0.761904761904762	0.730769230769231	0.6875	0.678571428571429	0.827586206896552	0.580645161290323
chr18	12291288	0.875	0.64	0.235294117647059	0.875	0.75	0.470588235294118	0.666666666666667	0.566666666666667	0.583333333333333	0.761904761904762	0.615384615384615	0.851851851851852	0.580645161290323	0.882352941176471	0.642857142857143	0.666666666666667	0.518518518518518	0.666666666666667	0.761904761904762	0.517241379310345	0.941176470588235	0.6875	0.642857142857143	0.722222222222222	0.636363636363636	0.689655172413793
chr18	12291359	0.75	.	0.6	0.863636363636364	0.833333333333333	.	.	0.882352941176471	0.8	0.923076923076923	0.8	1	0.875	1	.	0.833333333333333	1	0.785714285714286	0.875	0.8	0.692307692307692	0.933333333333333	0.7	0.961538461538462	1	0.545454545454545
chr18	12291360	.	0.9	0.833333333333333	0.875	.	.	0.857142857142857	0.923076923076923	0.625	0.4	0.909090909090909	1	0.894736842105263	1	1	1	0.909090909090909	0.952380952380952	0.833333333333333	0.473684210526316	.	1	0.5	0.769230769230769	.	0.9
chr18	12304720	.	.	0.375	0.666666666666667	0.5	.	0.8	0.444444444444444	0.285714285714286	0.5	0.277777777777778	.	0.142857142857143	0.571428571428571	0.6	0.111111111111111	0	0.6	0.714285714285714	0.235294117647059	0.909090909090909	0.25	0.7	0.266666666666667	.	0.538461538461538
